"Code","City","County","Orthodox","Roman_Catholic","Reformed","Pentecostal","Greek_Catholic","Baptist","Seventh.day_Adventist","Islam","Unitarian","Jehova_Witnesses","Evangelical","Old_Calendarists","Evangelical_Lutheran","Serbian_Orthodox","Romanian_Evangelical","Evangelical_Augustan","Judaism","Armenian_Apostolic","Other_Religion","Without_religion","Atheists"
100870,"Armasesti","IL",0.998,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100923,"Axintele","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100969,"Balotesti","IF",0.979,0.007,0.001,0,0.001,0.001,0.001,0.003,0,0,0.003,0,0,0,0,0,0.001,0,0.001,0.001,0.001
101001,"Baneasa","GR",0.97,0,0,0.001,0,0.004,0.022,0,0,0,0.003,0,0,0,0.001,0,0,0,0,0,0
101056,"Barcanesti","IL",0.992,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101083,"Belciugatele","CL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101145,"Berceni","IF",0.972,0.005,0.001,0.002,0,0.001,0,0.001,0,0.003,0.003,0,0,0,0.004,0,0,0,0.005,0,0.002
101163,"Bolintin-Deal","GR",0.987,0.001,0,0,0.001,0.004,0.002,0,0,0.001,0.003,0,0.001,0,0,0,0,0,0,0,0
101190,"Oras Bolintin-Vale","GR",0.997,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0
101243,"Brazii","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101298,"Branesti","IF",0.993,0.002,0,0,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0
101341,"Brezoaele","DB",0.981,0,0,0.002,0,0,0,0,0,0,0.009,0,0,0,0.007,0,0,0,0.001,0,0
101378,"Bucsani","GR",0.996,0.002,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101458,"Oras Budesti","CL",0.994,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101519,"Bulbucata","GR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101564,"Butimanu","DB",0.981,0.002,0,0.01,0,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101617,"Buturugeni","GR",0.962,0.004,0,0,0,0.025,0.002,0,0,0,0.001,0,0,0,0.006,0,0,0,0,0,0
101662,"Calugareni","GR",0.996,0.001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101724,"Cascioarele","CL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101742,"Cernica","IF",0.98,0.001,0,0.002,0,0.001,0.012,0.001,0,0.002,0,0,0,0,0,0,0,0,0.001,0,0
101804,"Chirnogi","CL",0.98,0,0,0.019,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
101822,"Chiselet","CL",0.938,0,0,0.052,0,0,0,0,0,0.007,0,0.002,0,0,0,0,0,0,0,0,0
101840,"Ciocanesti","DB",0.958,0,0,0.035,0,0.002,0.001,0,0,0,0.004,0,0,0,0,0,0,0,0,0.001,0
101902,"Ciolpani","IF",0.994,0.002,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0.001,0.001,0
101957,"Ciorogarla","IF",0.981,0.004,0,0.004,0.001,0.004,0.001,0,0,0,0.001,0.001,0,0,0.004,0,0,0,0,0,0.001
101984,"Clejani","GR",0.951,0.001,0,0.043,0,0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0,0
102035,"Clinceni","IF",0.993,0.002,0,0,0,0.001,0.001,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0.001,0
102071,"Colibasi","GR",0.994,0,0,0.004,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
102106,"Comana","GR",0.997,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
102160,"Corbeanca","IF",0.939,0.017,0.001,0.003,0.002,0.007,0.002,0.003,0,0,0.001,0,0,0,0,0,0.001,0,0.003,0.016,0.004
102213,"Cornetu","IF",0.989,0.002,0,0.001,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.001
102240,"Cosereni","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102286,"Crevedia","DB",0.99,0.002,0.001,0.001,0,0.004,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0
102348,"Crevedia Mare","GR",0.956,0,0,0,0,0.001,0.002,0,0,0,0.036,0,0,0,0.006,0,0,0,0,0,0
102419,"Curcani","CL",0.997,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102446,"Daia","GR",0.989,0,0,0,0,0,0.008,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0
102473,"Dascalu","IF",0.996,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102525,"Darasti-Ilfov","IF",0.988,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0.005,0,0,0,0.002,0.001,0.001
102543,"1 Decembrie","IF",0.972,0.011,0,0.003,0,0,0.008,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0.001
102570,"Domnesti","IF",0.977,0.004,0,0,0.001,0.001,0.002,0.001,0,0.009,0,0.001,0,0,0.001,0,0,0,0,0,0.002
102605,"Dragomiresti-Vale","IF",0.99,0.001,0,0.001,0,0,0.001,0.002,0,0.002,0.002,0,0,0,0.001,0,0,0,0,0.001,0
102641,"Dragoesti","IL",0.997,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102703,"Dridu","IL",0.998,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
102749,"Oras Fierbinti-Targ","IL",0.997,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
102794,"Floresti-Stoenesti","GR",0.982,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
102838,"Frasinet","CL",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102909,"Fratesti","GR",0.977,0.001,0,0,0,0,0.017,0.001,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0
102945,"Frumusani","CL",0.98,0.003,0,0.013,0,0.001,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0
103014,"Fundeni","CL",0.995,0.001,0,0.002,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103032,"Oras Fundulea","CL",0.974,0.001,0,0.004,0,0.016,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0
103087,"Gaiseni","GR",0.961,0,0,0.002,0,0.009,0.003,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
103130,"Ganeasa","IF",0.995,0.003,0.001,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0
103194,"Gaujani","GR",0.947,0,0,0,0,0,0.031,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0
103238,"Ghimpati","GR",0.994,0.001,0,0.002,0,0.001,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
103283,"Garbovi","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103309,"Gogosari","GR",0.996,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
103354,"Gostinu","GR",0.956,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103372,"Gostinari","GR",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103407,"Gradinari","GR",0.983,0,0,0.001,0,0.01,0,0.003,0,0,0.002,0,0,0,0,0,0,0,0,0,0
103443,"Gradistea","IF",0.986,0.001,0,0.004,0,0.003,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103470,"Greaca","GR",0.987,0,0,0.006,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0
103513,"Gruiu","IF",0.99,0.002,0,0,0,0,0.005,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0
103568,"Gurbanesti","CL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103639,"Hotarele","GR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103693,"Iepuresti","GR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103764,"Ileana","CL",0.996,0.003,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
103862,"Ion Roata","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103899,"Izvoarele","GR",0.991,0,0,0.006,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103960,"Jilavele","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103997,"Joita","GR",0.983,0.003,0,0.001,0,0,0.005,0,0,0,0.004,0,0,0,0.003,0,0,0,0,0,0.001
104047,"Letca Noua","GR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104083,"Luica","CL",0.998,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104118,"Mihai Bravu","GR",0.985,0,0,0,0,0.006,0,0,0,0,0.004,0,0,0.001,0.004,0,0,0,0,0,0
104136,"Oras Mihailesti","GR",0.995,0.001,0,0.001,0,0.001,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
104181,"Manastirea","CL",0.958,0.001,0,0.031,0.001,0,0.005,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.001
104225,"Marsa","GR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104243,"Moara Vlasiei","IF",0.995,0.003,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0
104270,"Movilita","IL",0.992,0.002,0,0,0,0,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
104323,"Nana","CL",0.997,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104341,"Nicolae Balcescu","CL",0.992,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104387,"Niculesti","DB",0.905,0.002,0,0.004,0,0.006,0.068,0,0,0.002,0.011,0.001,0,0.001,0,0,0,0,0,0,0
104421,"Nuci","IF",0.98,0.001,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104485,"Ogrezeni","GR",0.984,0,0,0,0,0.013,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
104519,"Oinacu","GR",0.852,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104546,"Peris","IF",0.971,0.002,0,0.01,0,0.009,0.004,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001
104582,"Petrachioaia","IF",0.991,0.003,0,0.002,0,0.001,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
104635,"Plataresti","CL",0.985,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104680,"Prundu","GR",0.978,0,0,0.002,0,0,0.002,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0
104715,"Putineiu","GR",0.996,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
104751,"Radovanu","CL",0.953,0,0,0.001,0,0,0.045,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
104788,"Rasuceni","GR",0.998,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104831,"Roata De Jos","GR",0.991,0,0,0.005,0,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0
104886,"Sarulesti","CL",0.998,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104975,"Schitu","GR",0.991,0,0,0,0,0,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
105026,"Sinesti","IL",0.995,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
105106,"Singureni","GR",0.993,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105142,"Slobozia Moara","DB",0.986,0.001,0,0,0,0,0.007,0,0,0.002,0,0,0,0,0.003,0,0,0,0,0,0
105160,"Snagov","IF",0.967,0.009,0,0.004,0,0.002,0.001,0.001,0,0,0.007,0,0,0,0.006,0,0,0,0,0,0.002
105222,"Sohatu","CL",0.999,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105259,"Spantov","CL",0.877,0,0,0.105,0,0,0.001,0,0,0.005,0.006,0.002,0,0,0,0,0,0,0.003,0.001,0
105295,"Stanesti","GR",0.993,0.002,0,0.001,0.001,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105348,"Stoenesti","GR",0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
105384,"Soldanu","CL",0.995,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0,0,0,0,0,0
105419,"Stefanestii De Jos","IF",0.948,0.003,0.001,0.001,0,0,0,0.032,0,0,0,0.001,0,0,0,0,0.001,0,0.012,0,0.002
105455,"Tamadau Mare","CL",0.998,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105534,"Tartasesti","DB",0.96,0.003,0,0.016,0.001,0,0.015,0.001,0,0,0,0,0,0,0.003,0,0,0,0.001,0,0.001
105570,"Tunari","IF",0.979,0.008,0,0.004,0,0.003,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001
105605,"Ulmeni","CL",0.997,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
105623,"Ulmi","GR",0.989,0.001,0.001,0.001,0,0,0.002,0,0,0,0.004,0,0,0.001,0.001,0,0,0,0,0,0
105712,"Valea Argovei","CL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105776,"Valea Dragului","GR",0.997,0,0,0,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
105794,"Valea Macrisului","IL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105829,"Vasilati","CL",0.996,0.001,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
105874,"Varasti","GR",0.996,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
105909,"Vedea","GR",0.995,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0,0
105936,"Vidra","IF",0.987,0.001,0,0.011,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
105972,"Vanatorii Mici","GR",0.987,0.002,0,0,0,0,0.009,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0
106318,"Municipiul Baia Mare","MM",0.743,0.079,0.057,0.04,0.05,0.006,0.001,0,0.001,0.013,0.001,0,0.001,0,0,0,0,0,0.003,0.002,0.002
106363,"Grosi","MM",0.891,0.016,0.01,0.004,0.014,0.002,0,0,0,0.057,0.005,0,0,0,0,0,0,0,0,0.002,0
106407,"Recea","MM",0.864,0.009,0.036,0.025,0.051,0.002,0,0,0,0.006,0.002,0,0,0,0,0,0,0,0.005,0.001,0
106461,"Oras Tautii-Magheraus","MM",0.788,0.107,0.037,0.008,0.04,0.003,0.002,0,0,0.011,0.001,0,0,0,0,0,0,0,0.002,0.001,0
106559,"Municipiul Sighetu Marmatiei","MM",0.723,0.121,0.034,0.011,0.058,0.01,0.007,0,0,0.024,0.005,0,0,0,0,0,0.001,0,0.002,0.003,0.001
106620,"Sarasau","MM",0.502,0.003,0.001,0,0.434,0.031,0.003,0,0,0.02,0,0,0,0,0,0,0,0,0,0.005,0
106648,"Vadu Izei","MM",0.896,0.006,0,0.007,0.036,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0.002,0
106684,"Oras Baia Sprie","MM",0.698,0.146,0.048,0.033,0.039,0.005,0.002,0,0,0.012,0.006,0.003,0,0,0.001,0,0,0,0.003,0.003,0
106746,"Oras Borsa","MM",0.948,0.035,0.002,0.005,0.004,0,0.005,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
106782,"Oras Cavnic","MM",0.777,0.155,0.02,0.01,0.006,0.008,0.004,0,0,0.005,0.001,0,0,0,0,0,0,0,0.012,0.001,0.001
106817,"Oras Targu Lapus","MM",0.759,0.024,0.103,0.072,0.031,0.002,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0.001,0,0
106979,"Oras Viseu De Sus","MM",0.86,0.097,0.003,0.004,0.027,0.002,0.005,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
107001,"Ardusat","MM",0.937,0.002,0.002,0.047,0.008,0.001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
107047,"Arinis","MM",0.714,0,0.09,0.142,0.006,0.008,0,0,0,0.014,0,0,0,0,0,0,0,0,0.027,0,0
107083,"Asuaju De Sus","MM",0.896,0,0.003,0.072,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107118,"Baita De Sub Codru","MM",0.711,0.002,0,0.235,0.05,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
107154,"Baiut","MM",0.619,0.347,0.021,0.004,0.007,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
107190,"Basesti","MM",0.704,0.002,0,0.04,0.153,0.08,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0
107234,"Bicaz","MM",0.91,0.004,0,0.031,0.003,0.031,0,0,0,0.004,0.008,0,0,0,0.009,0,0,0,0,0,0
107270,"Bistra","MM",0.943,0.002,0,0,0.02,0,0.014,0,0,0.019,0,0,0,0,0,0,0,0,0.002,0,0
107314,"Barsana","MM",0.9,0.001,0,0.011,0.067,0,0.001,0,0,0.018,0,0,0,0,0,0,0,0,0,0.001,0
107350,"Bocicoiu Mare","MM",0.782,0.076,0.004,0.01,0.084,0,0.004,0,0,0.039,0.002,0,0,0,0,0,0,0,0,0,0
107403,"Bogdan Voda","MM",0.934,0,0,0.008,0.032,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107430,"Boiu Mare","MM",0.96,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107485,"Botiza","MM",0.964,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107519,"Budesti","MM",0.938,0,0,0.002,0.042,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0
107546,"Calinesti","MM",0.574,0,0,0.05,0.318,0.001,0.004,0,0,0.03,0,0,0,0,0,0,0,0,0.021,0,0
107582,"Cernesti","MM",0.881,0.001,0,0.096,0.008,0,0.002,0,0,0.007,0.002,0,0,0,0,0,0,0,0,0.003,0
107662,"Cicarlau","MM",0.863,0.029,0.004,0.057,0.023,0.002,0.001,0,0,0.011,0.001,0.007,0,0,0.001,0,0,0,0,0,0
107715,"Campulung La Tisa","MM",0.285,0.135,0.411,0,0.1,0,0.023,0,0,0.022,0.006,0.016,0,0,0,0,0,0,0,0.003,0
107733,"Copalnic-Manastur","MM",0.862,0.002,0.001,0.032,0.05,0.002,0.001,0,0,0.042,0.003,0.001,0,0,0,0,0,0,0.001,0.002,0
107868,"Coroieni","MM",0.983,0,0,0.01,0,0,0.005,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
107920,"Cupseni","MM",0.999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107975,"Desesti","MM",0.913,0,0,0.008,0.053,0,0.004,0,0,0.007,0.002,0,0,0,0,0,0,0,0.012,0,0
108017,"Oras Dragomiresti","MM",0.949,0.001,0,0.001,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108035,"Dumbravita","MM",0.894,0.003,0.002,0.002,0.094,0,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0.001,0,0
108106,"Farcasa","MM",0.867,0.013,0.004,0.097,0.01,0.004,0.001,0,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0
108151,"Giulesti","MM",0.725,0.001,0,0.025,0.187,0,0.002,0,0,0.05,0.002,0,0,0,0,0,0,0,0.005,0.002,0
108204,"Ieud","MM",0.738,0.001,0,0.001,0.258,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
108222,"Lapus","MM",0.967,0.008,0.001,0.003,0.021,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
108240,"Leordina","MM",0.851,0.002,0,0.024,0.003,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108268,"Miresu Mare","MM",0.775,0.002,0.002,0.111,0.048,0.015,0,0,0,0.042,0,0.001,0,0,0,0,0,0,0.002,0.002,0
108348,"Moisei","MM",0.926,0.001,0,0.016,0.001,0,0.056,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0
108366,"Oarta De Jos","MM",0.878,0.008,0.003,0.026,0.018,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108400,"Ocna Sugatag","MM",0.744,0.095,0.002,0.006,0.097,0.016,0.001,0,0,0.033,0.004,0.001,0,0,0,0,0,0,0,0,0
108455,"Petrova","MM",0.968,0.002,0.001,0.009,0.003,0,0.008,0,0,0.006,0.003,0,0,0,0,0,0,0,0,0,0
108473,"Poienile De Sub Munte","MM",0.799,0.001,0.001,0.143,0.022,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
108491,"Remetea Chioarului","MM",0.754,0.007,0.114,0.046,0.003,0.002,0,0,0,0.047,0.019,0,0,0,0,0,0,0,0,0.007,0.001
108552,"Remeti","MM",0.776,0.065,0.008,0.008,0.034,0,0.061,0,0,0.012,0.001,0,0,0,0,0,0,0,0.035,0,0
108598,"Repedea","MM",0.535,0.001,0,0.377,0,0,0.051,0,0,0,0,0.035,0,0,0,0,0,0,0.001,0,0
108614,"Rona De Jos","MM",0.861,0.003,0,0.002,0.05,0,0.004,0,0,0.03,0.049,0,0,0,0,0,0,0,0,0,0
108632,"Rona De Sus","MM",0.734,0.081,0,0.011,0.04,0.006,0,0,0,0.112,0,0.014,0,0,0,0,0,0,0,0.001,0
108669,"Rozavlea","MM",0.964,0,0,0,0.012,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108696,"Ruscova","MM",0.834,0.001,0.001,0.136,0.001,0.001,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
108712,"Satulung","MM",0.864,0.004,0.014,0.059,0.01,0.004,0.001,0,0,0.015,0.02,0.007,0,0,0,0,0,0,0.002,0,0
108794,"Sacalaseni","MM",0.853,0.007,0.003,0.022,0.012,0.01,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0.004,0
108874,"Sacel","MM",0.981,0.002,0,0,0.004,0.002,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108892,"Oras Salistea De Sus","MM",0.982,0,0,0,0.006,0.009,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108918,"Salsig","MM",0.646,0,0,0.275,0.036,0.005,0.003,0,0,0.028,0.004,0,0,0,0,0,0,0,0.003,0,0
108945,"Sapanta","MM",0.908,0.001,0,0,0.009,0,0.08,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
108963,"Oras Seini","MM",0.667,0.067,0.116,0.016,0.101,0.016,0.002,0,0,0.012,0.001,0,0,0,0,0,0,0,0,0.001,0.001
109005,"Stramtura","MM",0.85,0,0,0.025,0.076,0,0.013,0,0,0.03,0,0,0,0,0,0,0,0,0,0.005,0
109041,"Suciu De Sus","MM",0.933,0,0,0.02,0.045,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
109096,"Sisesti","MM",0.543,0.002,0.001,0.027,0.417,0,0,0,0,0.009,0.001,0,0,0,0,0,0,0,0.001,0.001,0
109176,"Oras Somcuta Mare","MM",0.857,0.01,0.01,0.041,0.056,0.001,0,0.001,0,0.02,0.001,0,0,0,0,0,0,0,0,0.001,0
109265,"Oras Ulmeni","MM",0.658,0.004,0.211,0.102,0.004,0.006,0.001,0,0,0.011,0,0,0,0,0,0,0,0,0.004,0,0
109354,"Valea Chioarului","MM",0.959,0.003,0.002,0.03,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
109425,"Vima Mica","MM",0.911,0,0,0.074,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109504,"Viseu De Jos","MM",0.869,0.006,0,0.011,0.045,0.001,0.067,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0
109773,"Municipiul Drobeta-Turnu Severin","MH",0.984,0.004,0,0.002,0.001,0.002,0.001,0.001,0,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0.001
109826,"Simian","MH",0.986,0.001,0,0.009,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109924,"Oras Baia De Arama","MH",0.922,0.001,0,0,0,0.07,0.005,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
110027,"Obarsia-Closani","MH",0.932,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110063,"Municipiul Orsova","MH",0.915,0.053,0.001,0.006,0.001,0.006,0.002,0.001,0,0.006,0.002,0,0,0.002,0.002,0,0,0,0.002,0,0.001
110116,"Oras Strehaia","MH",0.989,0.001,0,0.006,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110232,"Oras Vanju Mare","MH",0.992,0.003,0.001,0.001,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110296,"Bala","MH",0.988,0,0,0.003,0,0.008,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
110456,"Balta","MH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110535,"Balacita","MH",0.996,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
110571,"Bacles","MH",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110688,"Balvanesti","MH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110740,"Breznita-Motru","MH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110820,"Breznita-Ocol","MH",0.986,0.001,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0.003,0,0,0,0.002,0,0
110875,"Brosteni","MH",0.989,0,0,0.005,0,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110946,"Burila Mare","MH",0.996,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0
111006,"Butoiesti","MH",0.956,0.001,0,0.042,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111097,"Cazanesti","MH",0.993,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111220,"Ciresu","MH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111275,"Corcova","MH",0.926,0,0,0.06,0,0.006,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111417,"Corlatel","MH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
